Score,Overs,RPO,Target,Lead,Inns,Result,Opposition,Ground,Start Date
437.0,136.0,3.21,0.0,221,2,won,Test v West Indies,Manchester,1995-07-27
,35.5,2.62,94.0,1,4,won,Test v West Indies,Manchester,1995-07-27
440.0,152.4,2.88,0.0,440,1,draw,Test v West Indies,Nottingham,1995-08-10
,104.0,2.58,0.0,292,3,draw,Test v West Indies,Nottingham,1995-08-10
454.0,159.0,2.85,0.0,454,1,draw,Test v West Indies,The Oval,1995-08-24
,98.0,2.27,0.0,-15,3,draw,Test v West Indies,The Oval,1995-08-24
,143.0,2.66,0.0,381,1,draw,Test v South Africa,Centurion,1995-11-16
200.0,68.3,2.91,0.0,-132,2,draw,Test v South Africa,Johannesburg,1995-11-30
,165.0,2.12,479.0,-127,4,draw,Test v South Africa,Johannesburg,1995-11-30
,48.1,3.15,0.0,-73,2,draw,Test v South Africa,Durban,1995-12-14
263.0,120.4,2.17,0.0,-165,2,draw,Test v South Africa,Gqeberha,1995-12-26
,92.0,2.05,328.0,-138,4,draw,Test v South Africa,Gqeberha,1995-12-26
153.0,68.1,2.24,0.0,153,1,lost,Test v South Africa,Cape Town,1996-01-02
157.0,62.5,2.49,0.0,66,3,lost,Test v South Africa,Cape Town,1996-01-02
205.0,49.5,4.11,212.0,-6,2,lost,ODI v South Africa,Cape Town,1996-01-09
,48.2,5.48,263.0,3,2,won,ODI v South Africa,Bloemfontein,1996-01-11
,50.0,3.96,0.0,198,1,lost,ODI v South Africa,Johannesburg,1996-01-13
,50.0,5.44,0.0,272,1,lost,ODI v South Africa,Centurion,1996-01-14
184.0,49.5,3.69,0.0,184,1,lost,ODI v South Africa,Durban,1996-01-17
115.0,43.4,2.63,130.0,-14,2,lost,ODI v South Africa,East London,1996-01-19
154.0,46.1,3.33,219.0,-64,2,lost,ODI v South Africa,Gqeberha,1996-01-21
,50.0,4.56,240.0,-11,2,lost,ODI v New Zealand,Ahmedabad,1996-02-14
,35.0,4.00,137.0,4,2,won,ODI v U.A.E.,Peshawar,1996-02-18
,50.0,5.58,0.0,279,1,won,ODI v Netherlands,Peshawar,1996-02-22
152.0,44.3,3.41,231.0,-78,2,lost,ODI v South Africa,Rawalpindi,1996-02-25
,50.0,4.98,0.0,249,1,lost,ODI v Pakistan,Karachi,1996-03-03
,50.0,4.70,0.0,235,1,lost,ODI v Sri Lanka,Faisalabad,1996-03-09
,50.0,5.82,0.0,291,1,n/r,ODI v India,The Oval,1996-05-23
,39.3,4.10,159.0,4,2,won,ODI v India,Leeds,1996-05-25
,48.5,4.89,237.0,3,2,won,ODI v India,Manchester,1996-05-26
313.0,90.2,3.46,0.0,99,2,won,Test v India,Birmingham,1996-06-06
,33.5,3.57,121.0,1,4,won,Test v India,Birmingham,1996-06-06
344.0,130.3,2.63,0.0,344,1,draw,Test v India,Lord's,1996-06-20
,121.0,2.29,0.0,193,3,draw,Test v India,Lord's,1996-06-20
564.0,198.5,2.83,0.0,43,2,draw,Test v India,Nottingham,1996-07-04
285.0,102.4,2.77,0.0,-55,2,lost,Test v Pakistan,Lord's,1996-07-25
243.0,97.1,2.50,408.0,-164,4,lost,Test v Pakistan,Lord's,1996-07-25
501.0,156.5,3.19,0.0,53,2,draw,Test v Pakistan,Leeds,1996-08-08
326.0,99.2,3.28,0.0,326,1,lost,Test v Pakistan,The Oval,1996-08-22
242.0,82.4,2.92,0.0,47,3,lost,Test v Pakistan,The Oval,1996-08-22
,46.4,4.84,226.0,1,2,won,ODI v Pakistan,Manchester,1996-08-29
,50.0,5.84,0.0,292,1,won,ODI v Pakistan,Birmingham,1996-08-31
246.0,50.0,4.92,0.0,246,1,lost,ODI v Pakistan,Nottingham,1996-09-01
152.0,45.5,3.31,0.0,152,1,lost,ODI v Zimbabwe,Bulawayo,1996-12-15
406.0,151.4,2.67,0.0,30,2,draw,Test v Zimbabwe,Bulawayo,1996-12-18
,37.0,5.51,205.0,0,4,draw,Test v Zimbabwe,Bulawayo,1996-12-18
156.0,83.1,1.87,0.0,156,1,draw,Test v Zimbabwe,Harare,1996-12-26
,93.0,2.09,0.0,136,3,draw,Test v Zimbabwe,Harare,1996-12-26
,42.0,4.26,186.0,-21,2,lost,ODI v Zimbabwe,Harare,1997-01-01
118.0,30.0,3.93,250.0,-131,2,lost,ODI v Zimbabwe,Harare,1997-01-03
521.0,187.4,2.77,0.0,131,2,draw,Test v New Zealand,Auckland,1997-01-24
383.0,137.3,2.78,0.0,259,2,won,Test v New Zealand,Wellington,1997-02-06
228.0,84.4,2.69,0.0,-118,2,won,Test v New Zealand,Christchurch,1997-02-14
,146.4,2.09,305.0,3,4,won,Test v New Zealand,Christchurch,1997-02-14
,48.5,4.62,223.0,4,2,won,ODI v New Zealand,Christchurch,1997-02-20
,19.3,6.87,132.0,-119,2,won,ODI v New Zealand,Auckland,1997-02-23
,50.0,4.74,238.0,0,2,tied,ODI v New Zealand,Napier,1997-02-26
144.0,41.3,3.46,154.0,-9,2,lost,ODI v New Zealand,Auckland,1997-03-02
200.0,47.5,4.18,229.0,-28,2,lost,ODI v New Zealand,Wellington,1997-03-04
,40.1,4.35,171.0,5,2,won,ODI v Australia,Leeds,1997-05-22
,48.2,5.23,250.0,4,2,won,ODI v Australia,The Oval,1997-05-24
,49.0,5.51,270.0,1,2,won,ODI v Australia,Lord's,1997-05-25
,138.4,3.44,0.0,360,2,won,Test v Australia,Birmingham,1997-06-05
,21.3,5.53,118.0,2,4,won,Test v Australia,Birmingham,1997-06-05
77.0,42.3,1.81,0.0,77,1,draw,Test v Australia,Lord's,1997-06-19
,79.0,3.36,0.0,130,3,draw,Test v Australia,Lord's,1997-06-19
162.0,84.4,1.91,0.0,-73,2,lost,Test v Australia,Manchester,1997-07-03
200.0,73.4,2.71,469.0,-268,4,lost,Test v Australia,Manchester,1997-07-03
172.0,59.4,2.88,0.0,172,1,lost,Test v Australia,Leeds,1997-07-24
268.0,91.1,2.93,0.0,-61,3,lost,Test v Australia,Leeds,1997-07-24
313.0,93.5,3.33,0.0,-114,2,lost,Test v Australia,Nottingham,1997-08-07
186.0,48.5,3.80,451.0,-264,4,lost,Test v Australia,Nottingham,1997-08-07
180.0,56.4,3.17,0.0,180,1,won,Test v Australia,The Oval,1997-08-21
163.0,66.5,2.43,0.0,123,3,won,Test v Australia,The Oval,1997-08-21
250.0,49.5,5.01,0.0,250,1,won,ODI v India,Sharjah,1997-12-11
,45.5,4.32,198.0,1,2,won,ODI v West Indies,Sharjah,1997-12-13
,50.0,4.30,0.0,215,1,won,ODI v Pakistan,Sharjah,1997-12-15
,48.1,4.96,236.0,4,2,won,ODI v West Indies,Sharjah,1997-12-19
,10.1,1.67,0.0,17,1,draw,Test v West Indies,Kingston,1998-01-29
214.0,109.0,1.96,0.0,214,1,lost,Test v West Indies,Port of Spain,1998-02-05
258.0,94.5,2.72,0.0,281,3,lost,Test v West Indies,Port of Spain,1998-02-05
145.0,71.4,2.02,0.0,-14,2,won,Test v West Indies,Port of Spain,1998-02-13
,108.0,2.08,225.0,1,4,won,Test v West Indies,Port of Spain,1998-02-13
170.0,87.1,1.95,0.0,-182,2,lost,Test v West Indies,Georgetown,1998-02-27
137.0,62.1,2.20,380.0,-242,4,lost,Test v West Indies,Georgetown,1998-02-27
403.0,153.5,2.61,0.0,403,1,draw,Test v West Indies,Bridgetown,1998-03-12
,71.0,3.28,0.0,374,3,draw,Test v West Indies,Bridgetown,1998-03-12
127.0,70.5,1.79,0.0,127,1,lost,Test v West Indies,St John's,1998-03-20
321.0,147.2,2.17,0.0,-52,3,lost,Test v West Indies,St John's,1998-03-20
,50.0,5.86,0.0,293,1,won,ODI v West Indies,Bridgetown,1998-03-29
266.0,50.0,5.32,0.0,266,1,lost,ODI v West Indies,Bridgetown,1998-04-01
,50.0,4.18,0.0,209,1,lost,ODI v West Indies,Kingstown,1998-04-04
149.0,48.5,3.05,0.0,149,1,lost,ODI v West Indies,Kingstown,1998-04-05
245.0,45.5,5.34,303.0,-57,2,lost,ODI v West Indies,Port of Spain,1998-04-08
,50.0,4.46,0.0,223,1,lost,ODI v South Africa,The Oval,1998-05-21
194.0,46.4,4.15,227.0,-32,2,lost,ODI v South Africa,Manchester,1998-05-23
,35.0,5.88,206.0,1,2,won,ODI v South Africa,Leeds,1998-05-24
462.0,181.0,2.55,0.0,462,1,draw,Test v South Africa,Birmingham,1998-06-04
,45.1,3.76,0.0,289,3,draw,Test v South Africa,Birmingham,1998-06-04
110.0,46.3,2.36,0.0,-250,2,lost,Test v South Africa,Lord's,1998-06-18
264.0,120.0,2.20,0.0,14,3,lost,Test v South Africa,Lord's,1998-06-18
183.0,82.1,2.22,0.0,-369,2,draw,Test v South Africa,Manchester,1998-07-02
,171.0,2.15,0.0,0,3,draw,Test v South Africa,Manchester,1998-07-02
336.0,127.5,2.62,0.0,-38,2,won,Test v South Africa,Nottingham,1998-07-23
,87.0,2.83,247.0,1,4,won,Test v South Africa,Nottingham,1998-07-23
230.0,83.3,2.75,0.0,230,1,won,Test v South Africa,Leeds,1998-08-06
240.0,110.2,2.17,0.0,218,3,won,Test v South Africa,Leeds,1998-08-06
247.0,49.3,4.98,0.0,247,1,won,ODI v Sri Lanka,Lord's,1998-08-16
230.0,48.5,4.70,245.0,-14,2,lost,ODI v South Africa,Birmingham,1998-08-18
,50.0,5.12,0.0,256,1,lost,ODI v Sri Lanka,Lord's,1998-08-20
445.0,158.3,2.80,0.0,445,1,lost,Test v Sri Lanka,The Oval,1998-08-27
181.0,129.2,1.39,0.0,35,3,lost,Test v Sri Lanka,The Oval,1998-08-27
,50.0,5.62,0.0,281,1,lost,ODI v South Africa,Dhaka,1998-10-25
375.0,128.2,2.92,0.0,-110,2,draw,Test v Australia,Brisbane,1998-11-20
,68.0,2.63,348.0,-168,4,draw,Test v Australia,Brisbane,1998-11-20
112.0,39.0,2.87,0.0,112,1,lost,Test v Australia,W.A.C.A,1998-11-28
191.0,70.2,2.71,0.0,63,3,lost,Test v Australia,W.A.C.A,1998-11-28
227.0,82.5,2.74,0.0,-164,2,lost,Test v Australia,Adelaide,1998-12-11
237.0,89.0,2.66,443.0,-205,4,lost,Test v Australia,Adelaide,1998-12-11
270.0,76.0,3.55,0.0,270,1,won,Test v Australia,Melbourne,1998-12-26
244.0,80.2,3.03,0.0,174,3,won,Test v Australia,Melbourne,1998-12-26
220.0,80.1,2.74,0.0,-102,2,lost,Test v Australia,Sydney,1999-01-02
188.0,66.1,2.84,287.0,-98,4,lost,Test v Australia,Sydney,1999-01-02
,50.0,3.56,0.0,178,1,won,ODI v Australia,Brisbane,1999-01-10
,49.3,4.20,208.0,1,2,won,ODI v Sri Lanka,Brisbane,1999-01-11
178.0,43.2,4.10,0.0,178,1,lost,ODI v Australia,Melbourne,1999-01-15
,50.0,5.64,0.0,282,1,won,ODI v Australia,Sydney,1999-01-17
,45.2,4.16,187.0,3,2,won,ODI v Sri Lanka,Melbourne,1999-01-19
,50.0,6.04,0.0,302,1,lost,ODI v Sri Lanka,Adelaide,1999-01-23
223.0,48.3,4.59,240.0,-16,2,lost,ODI v Australia,Adelaide,1999-01-26
,50.0,4.54,0.0,227,1,won,ODI v Sri Lanka,W.A.C.A,1999-01-29
,44.0,3.86,182.0,-11,2,lost,ODI v Sri Lanka,Sydney,1999-02-03
,50.0,4.20,0.0,210,1,lost,ODI v Australia,Sydney,1999-02-05
222.0,49.2,4.50,233.0,-10,2,lost,ODI v Australia,Sydney,1999-02-10
110.0,31.5,3.45,273.0,-162,2,lost,ODI v Australia,Melbourne,1999-02-13
233.0,45.5,5.08,324.0,-90,2,lost,ODI v Pakistan,Sharjah,1999-04-07
202.0,47.5,4.22,223.0,-20,2,lost,ODI v India,Sharjah,1999-04-09
230.0,48.5,4.70,240.0,-9,2,lost,ODI v India,Sharjah,1999-04-11
206.0,49.1,4.18,0.0,206,1,won,ODI v Pakistan,Sharjah,1999-04-12
,46.5,4.41,205.0,3,2,won,ODI v Sri Lanka,Lord's,1999-05-14
,39.0,5.23,204.0,1,2,won,ODI v Kenya,Canterbury,1999-05-18
103.0,41.0,2.51,226.0,-122,2,lost,ODI v South Africa,The Oval,1999-05-22
,38.3,4.36,168.0,1,2,won,ODI v Zimbabwe,Nottingham,1999-05-25
169.0,45.2,3.72,233.0,-63,2,lost,ODI v India,Birmingham,1999-05-29
126.0,46.4,2.70,0.0,-100,2,won,Test v New Zealand,Birmingham,1999-07-01
,43.4,4.83,208.0,4,4,won,Test v New Zealand,Birmingham,1999-07-01
186.0,61.1,3.04,0.0,186,1,lost,Test v New Zealand,Lord's,1999-07-22
229.0,101.4,2.25,0.0,57,3,lost,Test v New Zealand,Lord's,1999-07-22
199.0,109.1,1.82,0.0,199,1,draw,Test v New Zealand,Manchester,1999-08-05
,68.0,2.66,0.0,-116,3,draw,Test v New Zealand,Manchester,1999-08-05
153.0,80.0,1.91,0.0,-83,2,lost,Test v New Zealand,The Oval,1999-08-19
162.0,56.1,2.88,246.0,-83,4,lost,Test v New Zealand,The Oval,1999-08-19
122.0,41.4,2.92,0.0,122,1,lost,Test v South Africa,Johannesburg,1999-11-25
260.0,83.4,3.10,0.0,-21,3,lost,Test v South Africa,Johannesburg,1999-11-25
373.0,137.1,2.71,0.0,-77,2,draw,Test v South Africa,Gqeberha,1999-12-09
,77.0,1.98,302.0,-148,4,draw,Test v South Africa,Gqeberha,1999-12-09
,166.4,2.19,0.0,366,1,draw,Test v South Africa,Durban,1999-12-26
258.0,113.0,2.28,0.0,258,1,lost,Test v South Africa,Cape Town,2000-01-02
126.0,60.3,2.08,0.0,-37,3,lost,Test v South Africa,Cape Town,2000-01-02
,0.0,-,0.0,-248,2,won,Test v South Africa,Centurion,2000-01-14
,75.1,3.33,249.0,3,4,won,Test v South Africa,Centurion,2000-01-14
,39.3,4.68,185.0,1,2,won,ODI v South Africa,Bloemfontein,2000-01-23
,50.0,4.06,205.0,-1,2,lost,ODI v South Africa,Cape Town,2000-01-26
107.0,34.2,3.11,212.0,-104,2,lost,ODI v Zimbabwe,Cape Town,2000-01-28
,32.1,5.03,162.0,1,2,won,ODI v Zimbabwe,Kimberley,2000-01-30
,50.0,4.62,0.0,231,1,lost,ODI v South Africa,East London,2000-02-04
111.0,38.0,2.92,150.0,-38,2,lost,ODI v South Africa,Johannesburg,2000-02-13
,46.3,4.27,199.0,5,2,won,ODI v Zimbabwe,Bulawayo,2000-02-16
,44.2,3.02,132.0,3,2,won,ODI v Zimbabwe,Bulawayo,2000-02-18
,50.0,4.96,0.0,248,1,won,ODI v Zimbabwe,Harare,2000-02-20
415.0,135.5,3.05,0.0,332,2,won,Test v Zimbabwe,Lord's,2000-05-18
374.0,135.2,2.76,0.0,374,1,draw,Test v Zimbabwe,Nottingham,2000-06-01
147.0,75.0,1.96,0.0,236,3,draw,Test v Zimbabwe,Nottingham,2000-06-01
179.0,69.0,2.59,0.0,179,1,lost,Test v West Indies,Birmingham,2000-06-15
125.0,58.0,2.15,0.0,-93,3,lost,Test v West Indies,Birmingham,2000-06-15
134.0,48.2,2.77,0.0,-133,2,won,Test v West Indies,Lord's,2000-06-29
,69.5,2.73,188.0,4,4,won,Test v West Indies,Lord's,2000-06-29
207.0,50.0,4.14,0.0,207,1,lost,ODI v Zimbabwe,The Oval,2000-07-08
,43.5,3.60,0.0,158,1,n/r,ODI v West Indies,Lord's,2000-07-09
,20.3,5.60,115.0,1,2,won,ODI v Zimbabwe,Manchester,2000-07-13
,35.2,4.83,170.0,2,2,won,ODI v West Indies,Chester-le-Street,2000-07-15
,50.0,5.24,0.0,262,1,won,ODI v Zimbabwe,Birmingham,2000-07-18
192.0,49.5,3.85,196.0,-3,2,lost,ODI v West Indies,Nottingham,2000-07-20
,45.2,3.75,170.0,1,2,won,ODI v Zimbabwe,Lord's,2000-07-22
303.0,97.2,3.11,0.0,146,2,draw,Test v West Indies,Manchester,2000-08-03
,33.4,2.37,293.0,-212,4,draw,Test v West Indies,Manchester,2000-08-03
272.0,81.5,3.32,0.0,100,2,won,Test v West Indies,Leeds,2000-08-17
281.0,123.4,2.27,0.0,281,1,won,Test v West Indies,The Oval,2000-08-31
217.0,108.0,2.00,0.0,373,3,won,Test v West Indies,The Oval,2000-08-31
,43.5,5.38,233.0,4,2,won,ODI v Bangladesh,Nairobi (Gym),2000-10-05
182.0,44.1,4.12,0.0,182,1,lost,ODI v South Africa,Nairobi (Gym),2000-10-10
,47.2,6.46,305.0,2,2,won,ODI v Pakistan,Karachi,2000-10-24
,50.0,4.22,0.0,211,1,lost,ODI v Pakistan,Lahore,2000-10-27
158.0,42.5,3.68,0.0,158,1,lost,ODI v Pakistan,Rawalpindi,2000-10-30
,196.0,2.44,0.0,480,1,draw,Test v Pakistan,Lahore,2000-11-15
,32.1,2.39,0.0,156,3,draw,Test v Pakistan,Lahore,2000-11-15
342.0,136.4,2.50,0.0,26,2,draw,Test v Pakistan,Faisalabad,2000-11-29
,57.0,2.19,244.0,-118,4,draw,Test v Pakistan,Faisalabad,2000-11-29
388.0,179.1,2.16,0.0,-17,2,won,Test v Pakistan,Karachi,2000-12-07
,41.3,4.24,176.0,1,4,won,Test v Pakistan,Karachi,2000-12-07
253.0,132.3,1.90,0.0,-217,2,lost,Test v Sri Lanka,Galle,2001-02-22
189.0,110.3,1.71,0.0,-28,3,lost,Test v Sri Lanka,Galle,2001-02-22
387.0,157.0,2.46,0.0,90,2,won,Test v Sri Lanka,Kandy,2001-03-07
,71.1,2.26,161.0,1,4,won,Test v Sri Lanka,Kandy,2001-03-07
249.0,109.5,2.26,0.0,8,2,won,Test v Sri Lanka,Colombo (SSC),2001-03-15
,24.3,3.02,74.0,1,4,won,Test v Sri Lanka,Colombo (SSC),2001-03-15
143.0,48.5,2.92,0.0,143,1,lost,ODI v Sri Lanka,Dambulla,2001-03-23
160.0,45.0,3.55,227.0,-66,2,lost,ODI v Sri Lanka,Colombo (RPS),2001-03-25
,50.0,3.30,0.0,165,1,lost,ODI v Sri Lanka,Colombo (SSC),2001-03-27
391.0,130.0,3.00,0.0,391,1,won,Test v Pakistan,Lord's,2001-05-17
357.0,111.2,3.20,0.0,-46,2,lost,Test v Pakistan,Manchester,2001-05-31
261.0,105.1,2.48,370.0,-108,4,lost,Test v Pakistan,Manchester,2001-05-31
165.0,47.2,3.48,274.0,-108,2,lost,ODI v Pakistan,Birmingham,2001-06-07
,50.0,5.36,0.0,268,1,lost,ODI v Australia,Bristol,2001-06-10
240.0,50.0,4.80,243.0,-2,2,lost,ODI v Pakistan,Lord's,2001-06-12
86.0,32.4,2.63,212.0,-122,2,lost,ODI v Australia,Manchester,2001-06-14
156.0,45.2,3.44,0.0,156,1,lost,ODI v Pakistan,Leeds,2001-06-17
176.0,43.2,4.06,0.0,176,1,lost,ODI v Australia,The Oval,2001-06-21
294.0,65.3,4.48,0.0,294,1,lost,Test v Australia,Birmingham,2001-07-05
164.0,42.1,3.88,0.0,-118,3,lost,Test v Australia,Birmingham,2001-07-05
187.0,63.3,2.94,0.0,187,1,lost,Test v Australia,Lord's,2001-07-19
227.0,66.0,3.43,0.0,13,3,lost,Test v Australia,Lord's,2001-07-19
185.0,52.5,3.50,0.0,185,1,lost,Test v Australia,Nottingham,2001-08-02
162.0,57.0,2.84,0.0,157,3,lost,Test v Australia,Nottingham,2001-08-02
309.0,94.2,3.27,0.0,-138,2,won,Test v Australia,Leeds,2001-08-16
,73.2,4.29,315.0,1,4,won,Test v Australia,Leeds,2001-08-16
432.0,118.2,3.65,0.0,-209,2,lost,Test v Australia,The Oval,2001-08-23
184.0,68.3,2.68,0.0,-25,3,lost,Test v Australia,The Oval,2001-08-23
,46.4,4.50,207.0,4,2,won,ODI v Zimbabwe,Harare,2001-10-03
,37.3,5.22,196.0,1,2,won,ODI v Zimbabwe,Harare,2001-10-06
,47.3,5.57,262.0,4,2,won,ODI v Zimbabwe,Harare,2001-10-07
,50.0,5.60,0.0,280,1,won,ODI v Zimbabwe,Bulawayo,2001-10-10
,43.4,5.24,229.0,1,2,won,ODI v Zimbabwe,Bulawayo,2001-10-13
238.0,76.3,3.11,0.0,238,1,lost,Test v India,Mohali,2001-12-03
235.0,77.4,3.02,0.0,4,3,lost,Test v India,Mohali,2001-12-03
407.0,144.3,2.81,0.0,407,1,draw,Test v India,Ahmedabad,2001-12-11
257.0,83.2,3.08,0.0,373,3,draw,Test v India,Ahmedabad,2001-12-11
336.0,123.3,2.72,0.0,336,1,draw,Test v India,Bengaluru,2001-12-19
,7.1,4.60,0.0,131,3,draw,Test v India,Bengaluru,2001-12-19
259.0,44.0,5.88,282.0,-22,2,lost,ODI v India,Eden Gardens,2002-01-19
,50.0,5.00,0.0,250,1,won,ODI v India,Cuttack,2002-01-22
217.0,48.0,4.52,0.0,217,1,lost,ODI v India,Chennai,2002-01-25
,39.0,5.58,0.0,218,1,lost,ODI v India,Kanpur,2002-01-28
,50.0,5.42,0.0,271,1,won,ODI v India,Delhi,2002-01-31
255.0,49.1,5.18,0.0,255,1,won,ODI v India,Wankhede,2002-02-03
196.0,40.2,4.85,0.0,196,1,lost,ODI v New Zealand,Christchurch,2002-02-13
89.0,37.2,2.38,245.0,-155,2,lost,ODI v New Zealand,Wellington,2002-02-16
,50.0,4.88,0.0,244,1,won,ODI v New Zealand,Napier,2002-02-20
,40.0,4.82,0.0,193,1,won,ODI v New Zealand,Auckland,2002-02-23
,50.0,4.36,0.0,218,1,lost,ODI v New Zealand,Dunedin,2002-02-26
228.0,81.2,2.80,0.0,228,1,won,Test v New Zealand,Christchurch,2002-03-13
,96.4,4.84,0.0,549,3,won,Test v New Zealand,Christchurch,2002-03-13
280.0,88.3,3.16,0.0,280,1,draw,Test v New Zealand,Wellington,2002-03-21
,65.0,4.50,0.0,355,3,draw,Test v New Zealand,Wellington,2002-03-21
160.0,45.4,3.50,0.0,-42,2,lost,Test v New Zealand,Auckland,2002-03-30
233.0,63.0,3.69,312.0,-78,4,lost,Test v New Zealand,Auckland,2002-03-30
275.0,73.1,3.75,0.0,-280,2,draw,Test v Sri Lanka,Lord's,2002-05-16
,191.0,2.76,0.0,249,3,draw,Test v Sri Lanka,Lord's,2002-05-16
545.0,163.5,3.32,0.0,383,2,won,Test v Sri Lanka,Birmingham,2002-05-30
512.0,145.2,3.52,0.0,512,1,won,Test v Sri Lanka,Manchester,2002-06-13
,5.0,10.00,50.0,1,4,won,Test v Sri Lanka,Manchester,2002-06-13
,50.0,5.86,0.0,293,1,won,ODI v Sri Lanka,Nottingham,2002-06-27
,50.0,5.42,0.0,271,1,lost,ODI v India,Lord's,2002-06-29
,31.2,7.69,241.0,1,2,won,ODI v Sri Lanka,Leeds,2002-07-02
,12.3,4.24,286.0,-232,2,n/r,ODI v India,Chester-le-Street,2002-07-04
206.0,47.4,4.32,230.0,-23,2,lost,ODI v Sri Lanka,Manchester,2002-07-07
,32.0,7.15,0.0,229,1,won,ODI v India,The Oval,2002-07-09
,50.0,6.50,0.0,325,1,lost,ODI v India,Lord's,2002-07-13
487.0,142.2,3.42,0.0,487,1,won,Test v India,Lord's,2002-07-25
,64.4,4.65,0.0,567,3,won,Test v India,Lord's,2002-07-25
617.0,144.5,4.26,0.0,260,2,draw,Test v India,Nottingham,2002-08-08
273.0,89.0,3.06,0.0,-355,2,lost,Test v India,Leeds,2002-08-22
309.0,110.5,2.78,0.0,-46,3,lost,Test v India,Leeds,2002-08-22
515.0,155.4,3.30,0.0,515,1,draw,Test v India,The Oval,2002-09-05
,28.0,4.07,0.0,121,3,draw,Test v India,The Oval,2002-09-05
,50.0,5.96,0.0,298,1,won,ODI v Zimbabwe,Colombo (RPS),2002-09-18
,50.0,5.38,0.0,269,1,lost,ODI v India,Colombo (RPS),2002-09-22
325.0,106.5,3.04,0.0,-167,2,lost,Test v Australia,Brisbane,2002-11-07
79.0,28.2,2.78,464.0,-384,4,lost,Test v Australia,Brisbane,2002-11-07
342.0,115.5,2.95,0.0,342,1,lost,Test v Australia,Adelaide,2002-11-21
159.0,59.2,2.67,0.0,-51,3,lost,Test v Australia,Adelaide,2002-11-21
185.0,64.2,2.87,0.0,185,1,lost,Test v Australia,W.A.C.A,2002-11-29
223.0,82.1,2.71,0.0,-48,3,lost,Test v Australia,W.A.C.A,2002-11-29
,50.0,5.02,0.0,251,1,lost,ODI v Australia,Sydney,2002-12-13
229.0,48.0,4.77,319.0,-89,2,lost,ODI v Australia,Melbourne,2002-12-15
292.0,50.0,5.84,0.0,292,1,won,ODI v Sri Lanka,Brisbane,2002-12-17
,50.0,5.16,0.0,258,1,won,ODI v Sri Lanka,W.A.C.A,2002-12-20
270.0,89.3,3.01,0.0,-281,2,lost,Test v Australia,Melbourne,2002-12-26
387.0,120.4,3.20,0.0,106,3,lost,Test v Australia,Melbourne,2002-12-26
362.0,127.0,2.85,0.0,362,1,won,Test v Australia,Sydney,2003-01-02
,125.3,3.60,0.0,451,3,won,Test v Australia,Sydney,2003-01-02
,50.0,5.28,272.0,-7,2,lost,ODI v Australia,Hobart,2003-01-11
253.0,49.2,5.12,285.0,-31,2,lost,ODI v Sri Lanka,Sydney,2003-01-13
,50.0,5.58,0.0,279,1,won,ODI v Sri Lanka,Adelaide,2003-01-17
152.0,48.3,3.13,0.0,152,1,lost,ODI v Australia,Adelaide,2003-01-19
117.0,41.0,2.85,0.0,117,1,lost,ODI v Australia,Sydney,2003-01-23
224.0,49.3,4.52,230.0,-5,2,lost,ODI v Australia,Melbourne,2003-01-25
,23.2,6.17,143.0,2,2,won,ODI v Netherlands,East London,2003-02-16
272.0,50.0,5.44,0.0,272,1,won,ODI v Namibia,Gqeberha,2003-02-19
,50.0,4.92,0.0,246,1,won,ODI v Pakistan,Cape Town,2003-02-22
168.0,45.3,3.69,251.0,-82,2,lost,ODI v India,Durban,2003-02-26
,50.0,4.08,0.0,204,1,lost,ODI v Australia,Gqeberha,2003-03-02
472.0,133.1,3.54,0.0,472,1,won,Test v Zimbabwe,Lord's,2003-05-22
416.0,127.1,3.27,0.0,416,1,won,Test v Zimbabwe,Chester-le-Street,2003-06-05
,50.0,4.08,0.0,204,1,lost,ODI v Pakistan,Manchester,2003-06-17
,22.0,8.59,186.0,4,2,won,ODI v Pakistan,The Oval,2003-06-20
,48.3,4.76,230.0,2,2,won,ODI v Pakistan,Lord's,2003-06-22
,50.0,3.82,0.0,191,1,lost,ODI v Zimbabwe,Nottingham,2003-06-26
,45.5,5.78,265.0,1,2,won,ODI v South Africa,The Oval,2003-06-28
,16.3,4.90,0.0,81,1,n/r,ODI v Zimbabwe,Leeds,2003-07-01
,50.0,4.46,0.0,223,1,lost,ODI v South Africa,Manchester,2003-07-03
,17.5,5.32,93.0,3,2,won,ODI v Zimbabwe,Bristol,2003-07-06
,39.0,5.10,199.0,1,2,won,ODI v South Africa,Birmingham,2003-07-08
,20.2,5.45,108.0,4,2,won,ODI v South Africa,Lord's,2003-07-12
408.0,122.4,3.32,0.0,-186,2,draw,Test v South Africa,Birmingham,2003-07-24
,34.0,3.23,321.0,-210,4,draw,Test v South Africa,Birmingham,2003-07-24
173.0,48.4,3.55,0.0,173,1,lost,Test v South Africa,Lord's,2003-07-31
417.0,107.1,3.89,0.0,-92,3,lost,Test v South Africa,Lord's,2003-07-31
445.0,146.3,3.03,0.0,445,1,won,Test v South Africa,Nottingham,2003-08-14
118.0,46.4,2.52,0.0,201,3,won,Test v South Africa,Nottingham,2003-08-14
307.0,87.2,3.51,0.0,-35,2,lost,Test v South Africa,Leeds,2003-08-21
209.0,61.4,3.38,401.0,-191,4,lost,Test v South Africa,Leeds,2003-08-21
,162.0,3.72,0.0,120,2,won,Test v South Africa,The Oval,2003-09-04
,22.2,4.92,110.0,1,4,won,Test v South Africa,The Oval,2003-09-04
