Score,Overs,RPO,Target,Lead,Inns,Result,Opposition,Ground,Start Date
,30.5,3.82,118.0,1,4,won,Test v New Zealand,Lord's,1978-08-24
286.0,95.4x8,2.24,0.0,170,2,won,Test v Australia,Brisbane,1978-12-01
,53.5x8,2.37,170.0,1,4,won,Test v Australia,Brisbane,1978-12-01
309.0,117.5x8,1.97,0.0,309,1,won,Test v Australia,W.A.C.A,1978-12-15
208.0,66.3x8,2.35,0.0,327,3,won,Test v Australia,W.A.C.A,1978-12-15
143.0,63.6x8,1.68,0.0,-115,2,lost,Test v Australia,Melbourne,1978-12-29
179.0,67.0x8,2.00,283.0,-103,4,lost,Test v Australia,Melbourne,1978-12-29
152.0,52.6x8,2.16,0.0,152,1,won,Test v Australia,Sydney,1979-01-06
346.0,146.6x8,1.76,0.0,204,3,won,Test v Australia,Sydney,1979-01-06
,0.0x8,-,0.0,0,0,n/r,ODI v Australia,Sydney,1979-01-13
,28.2x8,2.70,102.0,1,2,won,ODI v Australia,Melbourne,1979-01-24
169.0,40.4x8,3.12,0.0,169,1,won,Test v Australia,Adelaide,1979-01-27
360.0,142.6x8,1.89,0.0,365,3,won,Test v Australia,Adelaide,1979-01-27
,40.0x8,3.97,0.0,212,1,lost,ODI v Australia,Melbourne,1979-02-04
94.0,31.7x8,2.21,0.0,94,1,lost,ODI v Australia,Melbourne,1979-02-07
308.0,103.0x8,2.24,0.0,110,2,won,Test v Australia,Sydney,1979-02-10
,10.2x8,2.56,34.0,2,4,won,Test v Australia,Sydney,1979-02-10
,47.1,3.39,160.0,1,2,won,ODI v Australia,Lord's,1979-06-09
,13.5,3.32,46.0,1,2,won,ODI v Canada,Manchester,1979-06-13
,60.0,2.75,0.0,165,1,won,ODI v Pakistan,Leeds,1979-06-16
,60.0,3.68,0.0,221,1,won,ODI v New Zealand,Manchester,1979-06-20
194.0,51.0,3.80,287.0,-92,2,lost,ODI v West Indies,Lord's,1979-06-23
,165.2,3.82,0.0,633,1,won,Test v India,Birmingham,1979-07-12
,129.5,3.22,0.0,323,2,draw,Test v India,Lord's,1979-08-02
270.0,80.5,3.34,0.0,270,1,draw,Test v India,Leeds,1979-08-16
305.0,124.5,2.44,0.0,305,1,draw,Test v India,The Oval,1979-08-30
,116.5,2.85,0.0,437,3,draw,Test v India,The Oval,1979-08-30
,50.0,4.22,0.0,211,1,won,ODI v West Indies,Sydney,1979-11-28
,49.0,4.26,208.0,2,2,won,ODI v Australia,Melbourne,1979-12-08
,49.0,5.38,0.0,264,1,won,ODI v Australia,Sydney,1979-12-11
228.0,91.1,2.50,0.0,-16,2,lost,Test v Australia,W.A.C.A,1979-12-14
215.0,90.2,2.38,354.0,-138,4,lost,Test v Australia,W.A.C.A,1979-12-14
,50.0,4.34,0.0,217,1,lost,ODI v West Indies,Brisbane,1979-12-23
,45.1,4.31,195.0,1,2,won,ODI v Australia,Sydney,1979-12-26
123.0,44.3,2.76,0.0,123,1,lost,Test v Australia,Sydney,1980-01-04
237.0,96.3,2.45,0.0,215,3,lost,Test v Australia,Sydney,1980-01-04
,48.5,3.35,164.0,1,2,won,ODI v Australia,Sydney,1980-01-14
139.0,42.5,3.24,247.0,-107,2,lost,ODI v West Indies,Adelaide,1980-01-16
,50.0,4.26,216.0,-2,2,lost,ODI v West Indies,Melbourne,1980-01-20
,50.0,4.16,0.0,208,1,lost,ODI v West Indies,Sydney,1980-01-22
306.0,128.1,2.38,0.0,306,1,lost,Test v Australia,Melbourne,1980-02-01
273.0,91.5,2.97,0.0,102,3,lost,Test v Australia,Melbourne,1980-02-01
296.0,97.1,3.04,0.0,54,2,won,Test v India,Wankhede,1980-02-15
,29.3,3.32,96.0,3,4,won,Test v India,Wankhede,1980-02-15
174.0,51.2,3.38,199.0,-24,2,lost,ODI v West Indies,Leeds,1980-05-28
,54.3,4.33,236.0,1,2,won,ODI v West Indies,Lord's,1980-05-30
263.0,91.5,2.86,0.0,263,1,lost,Test v West Indies,Nottingham,1980-06-05
252.0,111.1,2.26,0.0,207,3,lost,Test v West Indies,Nottingham,1980-06-05
269.0,95.3,2.81,0.0,269,1,draw,Test v West Indies,Lord's,1980-06-19
,52.0,2.55,0.0,-116,3,draw,Test v West Indies,Lord's,1980-06-19
150.0,48.2,3.10,0.0,150,1,draw,Test v West Indies,Manchester,1980-07-10
,143.0,2.73,0.0,281,3,draw,Test v West Indies,Manchester,1980-07-10
370.0,128.3,2.87,0.0,370,1,draw,Test v West Indies,The Oval,1980-07-24
,94.0,2.22,0.0,314,3,draw,Test v West Indies,The Oval,1980-07-24
143.0,47.0,3.04,0.0,143,1,draw,Test v West Indies,Leeds,1980-08-07
,75.0,3.02,0.0,125,3,draw,Test v West Indies,Leeds,1980-08-07
,55.0,4.50,0.0,248,1,won,ODI v Australia,The Oval,1980-08-20
,55.0,5.81,0.0,320,1,won,ODI v Australia,Birmingham,1980-08-22
205.0,63.2,3.23,0.0,-180,2,draw,Test v Australia,Lord's,1980-08-28
,82.0,2.97,370.0,-125,4,draw,Test v Australia,Lord's,1980-08-28
125.0,48.2,2.58,128.0,-2,2,lost,ODI v West Indies,Kingstown,1981-02-04
178.0,78.0,2.28,0.0,-248,2,lost,Test v West Indies,Port of Spain,1981-02-13
169.0,99.0,1.70,0.0,-79,3,lost,Test v West Indies,Port of Spain,1981-02-13
137.0,47.2,2.89,0.0,137,1,lost,ODI v West Indies,Albion,1981-02-26
122.0,47.5,2.55,0.0,-143,2,lost,Test v West Indies,Bridgetown,1981-03-13
224.0,91.2,2.45,523.0,-298,4,lost,Test v West Indies,Bridgetown,1981-03-13
271.0,90.2,3.00,0.0,271,1,draw,Test v West Indies,St John's,1981-03-27
,93.0,2.51,0.0,37,3,draw,Test v West Indies,St John's,1981-03-27
285.0,83.0,3.43,0.0,285,1,draw,Test v West Indies,Kingston,1981-04-10
,128.0,2.35,0.0,145,3,draw,Test v West Indies,Kingston,1981-04-10
,51.4,4.10,211.0,2,2,won,ODI v Australia,Lord's,1981-06-04
247.0,54.5,4.50,250.0,-2,2,lost,ODI v Australia,Birmingham,1981-06-06
165.0,46.5,3.52,237.0,-71,2,lost,ODI v Australia,Leeds,1981-06-08
185.0,56.4,3.26,0.0,185,1,lost,Test v Australia,Nottingham,1981-06-18
125.0,38.4,3.23,0.0,131,3,lost,Test v Australia,Nottingham,1981-06-18
311.0,124.1,2.50,0.0,311,1,draw,Test v Australia,Lord's,1981-07-02
,98.4,2.68,0.0,231,3,draw,Test v Australia,Lord's,1981-07-02
174.0,50.5,3.42,0.0,-227,2,won,Test v Australia,Leeds,1981-07-16
356.0,87.3,4.06,0.0,129,3,won,Test v Australia,Leeds,1981-07-16
189.0,69.1,2.73,0.0,189,1,won,Test v Australia,Birmingham,1981-07-30
219.0,92.0,2.38,0.0,150,3,won,Test v Australia,Birmingham,1981-07-30
231.0,86.1,2.68,0.0,231,1,won,Test v Australia,Manchester,1981-08-13
404.0,151.4,2.66,0.0,505,3,won,Test v Australia,Manchester,1981-08-13
314.0,110.4,2.83,0.0,-38,2,draw,Test v Australia,The Oval,1981-08-27
,95.0,2.74,383.0,-121,4,draw,Test v Australia,The Oval,1981-08-27
,43.5,3.65,157.0,4,2,won,ODI v India,Ahmedabad,1981-11-25
166.0,100.1,1.65,0.0,-13,2,lost,Test v India,Wankhede,1981-11-27
102.0,26.2,3.87,241.0,-138,4,lost,Test v India,Wankhede,1981-11-27
400.0,158.0,2.53,0.0,400,1,draw,Test v India,Bengaluru,1981-12-09
,69.0,2.52,0.0,146,3,draw,Test v India,Bengaluru,1981-12-09
,36.0,4.47,0.0,161,1,lost,ODI v India,Jalandhar,1981-12-20
,156.4,3.03,0.0,476,1,draw,Test v India,Delhi,1981-12-23
,19.0,3.57,0.0,57,3,draw,Test v India,Delhi,1981-12-23
248.0,108.2,2.28,0.0,248,1,draw,Test v India,Eden Gardens,1982-01-01
,90.0,2.94,0.0,305,3,draw,Test v India,Eden Gardens,1982-01-01
328.0,155.5,2.10,0.0,-153,2,draw,Test v India,Chennai,1982-01-13
,46.0,5.00,0.0,230,1,lost,ODI v India,Cuttack,1982-01-27
,115.2,3.27,0.0,378,1,draw,Test v India,Kanpur,1982-01-30
211.0,44.4,4.72,0.0,211,1,won,ODI v Sri Lanka,Colombo (SSC),1982-02-13
212.0,44.5,4.72,216.0,-3,2,lost,ODI v Sri Lanka,Colombo (SSC),1982-02-14
223.0,86.5,2.56,0.0,5,2,won,Test v Sri Lanka,Colombo (PSS),1982-02-17
,58.1,2.93,171.0,1,4,won,Test v Sri Lanka,Colombo (PSS),1982-02-17
,50.1,3.86,194.0,1,2,won,ODI v India,Leeds,1982-06-02
,55.0,5.01,0.0,276,1,won,ODI v India,The Oval,1982-06-04
433.0,148.1,2.92,0.0,433,1,won,Test v India,Lord's,1982-06-10
,19.0,3.52,65.0,3,4,won,Test v India,Lord's,1982-06-10
425.0,153.1,2.77,0.0,425,1,draw,Test v India,Manchester,1982-06-24
594.0,173.3,3.42,0.0,594,1,draw,Test v India,The Oval,1982-07-08
,70.3,2.70,0.0,375,3,draw,Test v India,The Oval,1982-07-08
,47.1,5.34,251.0,2,2,won,ODI v Pakistan,Nottingham,1982-07-17
,55.0,5.36,0.0,295,1,won,ODI v Pakistan,Manchester,1982-07-19
272.0,92.3,2.94,0.0,272,1,won,Test v Pakistan,Birmingham,1982-07-29
291.0,105.3,2.75,0.0,312,3,won,Test v Pakistan,Birmingham,1982-07-29
227.0,86.0,2.63,0.0,-201,2,lost,Test v Pakistan,Lord's,1982-08-12
276.0,119.5,2.30,0.0,75,3,lost,Test v Pakistan,Lord's,1982-08-12
256.0,89.2,2.86,0.0,-19,2,won,Test v Pakistan,Leeds,1982-08-26
,80.2,2.72,219.0,1,4,won,Test v Pakistan,Leeds,1982-08-26
411.0,155.4,2.64,0.0,411,1,draw,Test v Australia,W.A.C.A,1982-11-12
358.0,116.3,3.07,0.0,345,3,draw,Test v Australia,W.A.C.A,1982-11-12
219.0,64.3,3.39,0.0,219,1,lost,Test v Australia,Brisbane,1982-11-26
309.0,127.3,2.42,0.0,187,3,lost,Test v Australia,Brisbane,1982-11-26
216.0,67.5,3.18,0.0,-222,2,lost,Test v Australia,Adelaide,1982-12-10
304.0,104.0,2.92,0.0,82,3,lost,Test v Australia,Adelaide,1982-12-10
284.0,81.3,3.48,0.0,284,1,won,Test v Australia,Melbourne,1982-12-26
294.0,80.4,3.64,0.0,291,3,won,Test v Australia,Melbourne,1982-12-26
237.0,64.5,3.65,0.0,-77,2,draw,Test v Australia,Sydney,1983-01-02
,96.0,3.27,460.0,-145,4,draw,Test v Australia,Sydney,1983-01-02
149.0,41.1,3.61,181.0,-31,2,lost,ODI v Australia,Sydney,1983-01-11
,50.0,4.74,240.0,-2,2,lost,ODI v New Zealand,Melbourne,1983-01-13
,50.0,5.34,0.0,267,1,won,ODI v New Zealand,Brisbane,1983-01-15
182.0,46.4,3.90,0.0,182,1,lost,ODI v Australia,Brisbane,1983-01-16
,42.4,4.68,200.0,1,2,won,ODI v New Zealand,Sydney,1983-01-20
,37.0,5.75,0.0,213,1,lost,ODI v Australia,Melbourne,1983-01-23
207.0,41.0,5.04,0.0,207,1,won,ODI v Australia,Sydney,1983-01-26
,50.0,5.92,0.0,296,1,lost,ODI v New Zealand,Adelaide,1983-01-29
,47.0,4.85,0.0,228,1,won,ODI v Australia,Adelaide,1983-01-30
,23.0,3.82,0.0,88,1,lost,ODI v New Zealand,W.A.C.A,1983-02-05
,50.0,3.68,0.0,184,1,lost,ODI v New Zealand,Auckland,1983-02-19
192.0,44.5,4.28,296.0,-103,2,lost,ODI v New Zealand,Wellington,1983-02-23
127.0,40.1,3.16,212.0,-84,2,lost,ODI v New Zealand,Christchurch,1983-02-26
,60.0,5.36,0.0,322,1,won,ODI v New Zealand,The Oval,1983-06-09
,60.0,5.55,0.0,333,1,won,ODI v Sri Lanka,Taunton,1983-06-11
,50.4,3.92,194.0,6,2,won,ODI v Pakistan,Lord's,1983-06-13
234.0,55.2,4.22,0.0,234,1,lost,ODI v New Zealand,Birmingham,1983-06-15
,57.2,4.06,233.0,1,2,won,ODI v Pakistan,Manchester,1983-06-18
,24.1,5.66,137.0,1,2,won,ODI v Sri Lanka,Leeds,1983-06-20
213.0,60.0,3.55,0.0,213,1,lost,ODI v India,Manchester,1983-06-22
209.0,70.4,2.95,0.0,209,1,won,Test v New Zealand,The Oval,1983-07-14
,189.2,2.35,0.0,459,3,won,Test v New Zealand,The Oval,1983-07-14
225.0,89.2,2.51,0.0,225,1,lost,Test v New Zealand,Leeds,1983-07-28
252.0,87.0,2.89,0.0,100,3,lost,Test v New Zealand,Leeds,1983-07-28
326.0,120.3,2.70,0.0,326,1,won,Test v New Zealand,Lord's,1983-08-11
211.0,89.3,2.35,0.0,346,3,won,Test v New Zealand,Lord's,1983-08-11
420.0,124.4,3.36,0.0,420,1,won,Test v New Zealand,Nottingham,1983-08-25
297.0,92.0,3.22,0.0,510,3,won,Test v New Zealand,Nottingham,1983-08-25
463.0,132.5,3.48,0.0,244,2,draw,Test v New Zealand,Wellington,1984-01-20
,22.0,3.13,294.0,-224,4,draw,Test v New Zealand,Wellington,1984-01-20
82.0,50.2,1.62,0.0,-225,2,lost,Test v New Zealand,Christchurch,1984-02-03
93.0,51.0,1.82,0.0,-132,3,lost,Test v New Zealand,Christchurch,1984-02-03
439.0,227.3,1.92,0.0,-57,2,draw,Test v New Zealand,Auckland,1984-02-10
,50.0,3.76,0.0,188,1,won,ODI v New Zealand,Christchurch,1984-02-18
,45.1,3.07,136.0,4,2,won,ODI v New Zealand,Wellington,1984-02-22
,50.0,4.18,0.0,209,1,lost,ODI v New Zealand,Auckland,1984-02-25
182.0,94.5,1.91,0.0,182,1,lost,Test v Pakistan,Karachi,1984-03-02
159.0,78.3,2.02,0.0,64,3,lost,Test v Pakistan,Karachi,1984-03-02
,40.0,4.60,0.0,184,1,lost,ODI v Pakistan,Lahore,1984-03-09
,189.0,2.88,0.0,97,2,draw,Test v Pakistan,Faisalabad,1984-03-12
241.0,78.5,3.05,0.0,241,1,draw,Test v Pakistan,Lahore,1984-03-19
,107.4,3.19,0.0,242,3,draw,Test v Pakistan,Lahore,1984-03-19
,38.4,4.24,164.0,1,2,won,ODI v Pakistan,Karachi,1984-03-26
168.0,50.0,3.36,273.0,-104,2,lost,ODI v West Indies,Manchester,1984-05-31
,47.5,3.76,180.0,1,2,won,ODI v West Indies,Nottingham,1984-06-02
,55.0,3.56,0.0,196,1,lost,ODI v West Indies,Lord's,1984-06-04
191.0,59.3,3.21,0.0,191,1,lost,Test v West Indies,Birmingham,1984-06-14
235.0,76.5,3.05,0.0,-180,3,lost,Test v West Indies,Birmingham,1984-06-14
286.0,105.5,2.70,0.0,286,1,lost,Test v West Indies,Lord's,1984-06-28
,98.3,3.04,0.0,341,3,lost,Test v West Indies,Lord's,1984-06-28
270.0,97.2,2.77,0.0,270,1,lost,Test v West Indies,Leeds,1984-07-12
159.0,65.0,2.44,0.0,127,3,lost,Test v West Indies,Leeds,1984-07-12
280.0,105.2,2.65,0.0,-220,2,lost,Test v West Indies,Manchester,1984-07-26
156.0,66.4,2.34,0.0,-64,3,lost,Test v West Indies,Manchester,1984-07-26
162.0,61.5,2.61,0.0,-28,2,lost,Test v West Indies,The Oval,1984-08-09
202.0,69.4,2.89,375.0,-172,4,lost,Test v West Indies,The Oval,1984-08-09
370.0,147.1,2.51,0.0,-121,2,draw,Test v Sri Lanka,Lord's,1984-08-23
195.0,96.2,2.02,0.0,195,1,lost,Test v India,Wankhede,1984-11-28
317.0,135.0,2.34,0.0,47,3,lost,Test v India,Wankhede,1984-11-28
,43.2,4.96,215.0,1,2,won,ODI v India,Pune,1984-12-05
418.0,169.1,2.47,0.0,111,2,won,Test v India,Delhi,1984-12-12
,23.4,5.36,125.0,3,4,won,Test v India,Delhi,1984-12-12
,46.0,5.23,241.0,-11,2,won,ODI v India,Cuttack,1984-12-27
276.0,100.3,2.74,0.0,-161,2,draw,Test v India,Eden Gardens,1984-12-31
,175.0,3.72,0.0,380,2,won,Test v India,Chennai,1985-01-13
,8.0,4.37,33.0,3,4,won,Test v India,Chennai,1985-01-13
,45.0,4.57,206.0,1,2,won,ODI v India,Bengaluru,1985-01-20
,50.0,4.80,0.0,240,1,lost,ODI v India,Nagpur,1985-01-23
,15.0,8.06,0.0,121,1,won,ODI v India,Chandigarh,1985-01-27
417.0,188.5,2.20,0.0,-136,2,draw,Test v India,Kanpur,1985-01-31
,36.0,2.52,234.0,-142,4,draw,Test v India,Kanpur,1985-01-31
,49.0,4.36,0.0,214,1,lost,ODI v Australia,Melbourne,1985-02-17
149.0,41.4,3.57,236.0,-86,2,lost,ODI v India,Sydney,1985-02-26
146.0,24.2,6.00,214.0,-67,2,lost,ODI v Pakistan,Melbourne,1985-03-02
,50.0,3.54,0.0,177,1,lost,ODI v Australia,Sharjah,1985-03-24
132.0,48.2,2.73,176.0,-43,2,lost,ODI v Pakistan,Sharjah,1985-03-26
219.0,54.0,4.05,0.0,219,1,lost,ODI v Australia,Manchester,1985-05-30
,55.0,4.20,0.0,231,1,lost,ODI v Australia,Birmingham,1985-06-01
,49.0,5.24,255.0,3,2,won,ODI v Australia,Lord's,1985-06-03
533.0,125.0,4.26,0.0,202,2,won,Test v Australia,Leeds,1985-06-13
,38.4,3.18,123.0,1,4,won,Test v Australia,Leeds,1985-06-13
290.0,99.2,2.91,0.0,290,1,lost,Test v Australia,Lord's,1985-06-27
261.0,80.0,3.26,0.0,126,3,lost,Test v Australia,Lord's,1985-06-27
456.0,129.4,3.51,0.0,456,1,draw,Test v Australia,Nottingham,1985-07-11
,68.0,2.88,0.0,113,3,draw,Test v Australia,Nottingham,1985-07-11
,141.0,3.41,0.0,225,2,draw,Test v Australia,Manchester,1985-08-01
,134.0,4.44,0.0,260,2,won,Test v Australia,Birmingham,1985-08-15
464.0,118.2,3.92,0.0,464,1,won,Test v Australia,The Oval,1985-08-29
,46.0,3.15,0.0,145,1,lost,ODI v West Indies,Kingston,1986-02-18
159.0,45.3,3.49,0.0,159,1,lost,Test v West Indies,Kingston,1986-02-21
152.0,42.5,3.54,0.0,4,3,lost,Test v West Indies,Kingston,1986-02-21
,37.0,6.21,230.0,1,2,won,ODI v West Indies,Port of Spain,1986-03-04
176.0,44.4,3.94,0.0,176,1,lost,Test v West Indies,Port of Spain,1986-03-07
315.0,104.2,3.01,0.0,92,3,lost,Test v West Indies,Port of Spain,1986-03-07
114.0,39.0,2.92,250.0,-135,2,lost,ODI v West Indies,Bridgetown,1986-03-19
189.0,59.0,3.20,0.0,-229,2,lost,Test v West Indies,Bridgetown,1986-03-21
199.0,52.4,3.77,0.0,-30,3,lost,Test v West Indies,Bridgetown,1986-03-21
,47.0,3.51,0.0,165,1,lost,ODI v West Indies,Port of Spain,1986-03-31
200.0,65.4,3.04,0.0,200,1,lost,Test v West Indies,Port of Spain,1986-04-03
150.0,38.0,3.94,0.0,38,3,lost,Test v West Indies,Port of Spain,1986-04-03
310.0,107.4,2.87,0.0,-164,2,lost,Test v West Indies,St John's,1986-04-11
170.0,79.1,2.14,411.0,-240,4,lost,Test v West Indies,St John's,1986-04-11
162.0,55.0,2.94,0.0,162,1,lost,ODI v India,The Oval,1986-05-24
,53.5,4.75,255.0,2,2,won,ODI v India,Manchester,1986-05-26
294.0,128.2,2.29,0.0,294,1,lost,Test v India,Lord's,1986-06-05
180.0,96.4,1.86,0.0,133,3,lost,Test v India,Lord's,1986-06-05
102.0,45.1,2.25,0.0,-170,2,lost,Test v India,Leeds,1986-06-19
128.0,63.3,2.01,408.0,-279,4,lost,Test v India,Leeds,1986-06-19
390.0,116.3,3.34,0.0,390,1,draw,Test v India,Birmingham,1986-07-03
235.0,94.0,2.50,0.0,235,3,draw,Test v India,Birmingham,1986-07-03
170.0,48.2,3.51,218.0,-47,2,lost,ODI v New Zealand,Leeds,1986-07-16
,53.4,5.32,285.0,2,2,won,ODI v New Zealand,Manchester,1986-07-18
307.0,118.5,2.58,0.0,307,1,draw,Test v New Zealand,Lord's,1986-07-24
,120.4,2.44,0.0,260,3,draw,Test v New Zealand,Lord's,1986-07-24
256.0,89.5,2.84,0.0,256,1,lost,Test v New Zealand,Nottingham,1986-08-07
230.0,95.1,2.41,0.0,73,3,lost,Test v New Zealand,Nottingham,1986-08-07
,90.5,4.27,0.0,101,2,draw,Test v New Zealand,The Oval,1986-08-21
456.0,134.0,3.40,0.0,456,1,won,Test v Australia,Brisbane,1986-11-14
,22.3,3.42,75.0,3,4,won,Test v Australia,Brisbane,1986-11-14
,170.1,3.47,0.0,592,1,draw,Test v Australia,W.A.C.A,1986-11-28
,53.3,3.71,0.0,390,3,draw,Test v Australia,W.A.C.A,1986-11-28
455.0,148.4,3.06,0.0,-59,2,draw,Test v Australia,Adelaide,1986-12-12
,23.0,1.69,261.0,-221,4,draw,Test v Australia,Adelaide,1986-12-12
349.0,120.5,2.88,0.0,208,2,won,Test v Australia,Melbourne,1986-12-26
,49.0,5.55,0.0,272,1,won,ODI v Australia,W.A.C.A,1987-01-01
,50.0,4.56,0.0,228,1,won,ODI v West Indies,W.A.C.A,1987-01-03
,49.4,4.67,230.0,3,2,won,ODI v Pakistan,W.A.C.A,1987-01-05
,40.1,4.15,167.0,1,2,won,ODI v Pakistan,W.A.C.A,1987-01-07
275.0,94.0,2.92,0.0,-68,2,lost,Test v Australia,Sydney,1987-01-10
264.0,114.0,2.31,320.0,-55,4,lost,Test v Australia,Sydney,1987-01-10
,43.1,3.61,155.0,2,2,won,ODI v West Indies,Brisbane,1987-01-17
,50.0,5.00,262.0,-11,2,lost,ODI v Australia,Brisbane,1987-01-18
,49.5,4.69,234.0,1,2,won,ODI v Australia,Sydney,1987-01-22
,50.0,5.04,0.0,252,1,won,ODI v West Indies,Adelaide,1987-01-24
192.0,48.1,3.98,226.0,-33,2,lost,ODI v Australia,Adelaide,1987-01-26
147.0,48.2,3.04,0.0,147,1,lost,ODI v West Indies,Melbourne,1987-01-30
139.0,47.3,2.92,249.0,-109,2,lost,ODI v Australia,Melbourne,1987-02-01
,50.0,3.54,0.0,177,1,won,ODI v West Indies,Devonport,1987-02-03
,36.0,4.77,172.0,1,2,won,ODI v Australia,Melbourne,1987-02-08
,50.0,3.74,0.0,187,1,won,ODI v Australia,Sydney,1987-02-11
,50.0,4.22,0.0,211,1,lost,ODI v India,Sharjah,1987-04-02
,47.2,4.64,218.0,3,2,won,ODI v Pakistan,Sharjah,1987-04-07
,50.0,4.60,0.0,230,1,won,ODI v Australia,Sharjah,1987-04-09
,53.1,4.38,233.0,1,2,won,ODI v Pakistan,The Oval,1987-05-21
157.0,51.1,3.06,0.0,157,1,lost,ODI v Pakistan,Nottingham,1987-05-23
,54.3,3.98,214.0,4,2,won,ODI v Pakistan,Birmingham,1987-05-25
447.0,143.4,3.11,0.0,447,1,draw,Test v Pakistan,Manchester,1987-06-04
368.0,112.5,3.26,0.0,368,1,draw,Test v Pakistan,Lord's,1987-06-18
136.0,60.4,2.24,0.0,136,1,lost,Test v Pakistan,Leeds,1987-07-02
199.0,78.1,2.54,0.0,-18,3,lost,Test v Pakistan,Leeds,1987-07-02
521.0,169.5,3.06,0.0,82,2,draw,Test v Pakistan,Birmingham,1987-07-23
,17.4,6.16,124.0,-14,4,draw,Test v Pakistan,Birmingham,1987-07-23
232.0,99.4,2.32,0.0,-476,2,draw,Test v Pakistan,The Oval,1987-08-06
,142.0,2.21,0.0,-161,3,draw,Test v Pakistan,The Oval,1987-08-06
,49.3,4.96,244.0,3,2,won,ODI v West Indies,Gujranwala,1987-10-09
221.0,48.4,4.54,240.0,-18,2,lost,ODI v Pakistan,Rawalpindi,1987-10-12
,50.0,5.92,0.0,296,1,won,ODI v Sri Lanka,Peshawar,1987-10-17
,50.0,4.88,0.0,244,1,lost,ODI v Pakistan,Karachi,1987-10-20
,50.0,5.38,0.0,269,1,won,ODI v West Indies,Jaipur,1987-10-26
,41.2,5.29,219.0,1,2,won,ODI v Sri Lanka,Pune,1987-10-30
,50.0,5.08,0.0,254,1,won,ODI v India,Wankhede,1987-11-05
,50.0,4.92,254.0,-7,2,lost,ODI v Australia,Eden Gardens,1987-11-08
,44.3,3.75,167.0,1,2,won,ODI v Pakistan,Lahore,1987-11-18
,44.0,5.97,0.0,263,1,won,ODI v Pakistan,Karachi,1987-11-20
,45.0,5.24,0.0,236,1,won,ODI v Pakistan,Peshawar,1987-11-22
175.0,83.0,2.10,0.0,175,1,lost,Test v Pakistan,Lahore,1987-11-25
130.0,79.2,1.63,0.0,-87,3,lost,Test v Pakistan,Lahore,1987-11-25
292.0,114.2,2.55,0.0,292,1,draw,Test v Pakistan,Faisalabad,1987-12-07
,40.0,3.42,0.0,238,3,draw,Test v Pakistan,Faisalabad,1987-12-07
294.0,121.4,2.41,0.0,294,1,draw,Test v Pakistan,Karachi,1987-12-16
,137.0,1.88,0.0,199,3,draw,Test v Pakistan,Karachi,1987-12-16
425.0,172.5,2.45,0.0,425,1,draw,Test v Australia,Sydney,1988-01-29
,48.0,4.43,236.0,-22,2,lost,ODI v Australia,Melbourne,1988-02-04
319.0,120.1,2.65,0.0,319,1,draw,Test v New Zealand,Christchurch,1988-02-12
152.0,74.1,2.04,0.0,303,3,draw,Test v New Zealand,Christchurch,1988-02-12
323.0,141.1,2.28,0.0,22,2,draw,Test v New Zealand,Auckland,1988-02-25
,79.0,2.31,0.0,-329,2,draw,Test v New Zealand,Wellington,1988-03-03
,49.2,4.19,205.0,3,2,won,ODI v New Zealand,Dunedin,1988-03-09
,42.5,4.38,187.0,2,2,won,ODI v New Zealand,Christchurch,1988-03-12
219.0,47.3,4.61,0.0,219,1,lost,ODI v New Zealand,Napier,1988-03-16
208.0,50.0,4.16,0.0,208,1,lost,ODI v New Zealand,Auckland,1988-03-19
,53.0,4.13,218.0,2,2,won,ODI v West Indies,Birmingham,1988-05-19
,55.0,3.38,0.0,186,1,won,ODI v West Indies,Leeds,1988-05-21
,50.0,3.60,179.0,2,2,won,ODI v West Indies,Lord's,1988-05-23
245.0,101.0,2.42,0.0,245,1,draw,Test v West Indies,Nottingham,1988-06-02
,108.0,2.78,0.0,98,3,draw,Test v West Indies,Nottingham,1988-06-02
165.0,59.0,2.79,0.0,-44,2,lost,Test v West Indies,Lord's,1988-06-16
307.0,86.5,3.53,442.0,-134,4,lost,Test v West Indies,Lord's,1988-06-16
135.0,60.2,2.23,0.0,135,1,lost,Test v West Indies,Manchester,1988-06-30
93.0,42.4,2.17,0.0,-156,3,lost,Test v West Indies,Manchester,1988-06-30
201.0,69.1,2.90,0.0,201,1,lost,Test v West Indies,Leeds,1988-07-21
138.0,61.5,2.23,0.0,64,3,lost,Test v West Indies,Leeds,1988-07-21
205.0,90.3,2.26,0.0,205,1,lost,Test v West Indies,The Oval,1988-08-04
202.0,89.1,2.26,0.0,224,3,lost,Test v West Indies,The Oval,1988-08-04
429.0,143.2,2.99,0.0,235,2,won,Test v Sri Lanka,Lord's,1988-08-25
,34.4,2.88,97.0,4,4,won,Test v Sri Lanka,Lord's,1988-08-25
,52.4,4.65,243.0,3,2,won,ODI v Sri Lanka,The Oval,1988-09-04
,55.0,4.20,0.0,231,1,won,ODI v Australia,Manchester,1989-05-25
,55.0,4.10,0.0,226,1,tied,ODI v Australia,Nottingham,1989-05-27
,55.0,5.05,0.0,278,1,lost,ODI v Australia,Lord's,1989-05-29
430.0,121.5,3.52,0.0,-171,2,lost,Test v Australia,Leeds,1989-06-08
191.0,55.2,3.45,402.0,-210,4,lost,Test v Australia,Leeds,1989-06-08
286.0,86.5,3.29,0.0,286,1,lost,Test v Australia,Lord's,1989-06-22
